"size","expected_remaining_lifetime"
0,402.775728282296
0.0550672234705818,322.221863040972
0.110134446941164,256.587198252711
0.165201670411745,203.452997271992
0.220268893882327,160.70783216395
0.275336117352909,126.529231642494
0.330403340823491,99.3608451314115
0.385470564294073,77.8869945673259
0.440537787764654,61.0061514691658
0.495605011235236,47.8045491207206
0.550672234705818,37.5308346709484
0.6057394581764,29.5723943728588
0.660806681646982,23.4337531228477
0.715873905117563,18.7172590629234
0.770941128588145,15.1061143619092
0.826008352058727,12.3497013235194
0.881075575529309,10.2510742265085
0.93614279899989,8.65643662514104
0.991210022470472,7.44639589252149
1.04627724594105,6.52877645816571
1.10134446941164,5.83277583909184
1.15641169288222,5.30425918831682
1.2114789163528,4.90200537936743
1.26654613982338,4.59473799476861
1.32161336329396,4.35879601547683
1.37668058676454,4.17632010381699
1.43174781023513,4.03385019171862
1.48681503370571,3.92124806208147
1.54188225717629,3.83087446455978
1.59694948064687,3.75696396750116
1.65201670411745,3.69515228759913
1.70708392758804,3.64212042011162
1.76215115105862,3.59532772630722
1.8172183745292,3.55281245138352
1.87228559799978,3.51304317444249
1.92735282147036,3.47480864689291
1.98242004494094,3.43713654993976
2.03748726841153,3.39923406387315
2.09255449188211,3.36044493482656
2.14762171535269,3.32021906805177
2.20268893882327,3.2780916689462
2.25775616229385,3.23366967426424
2.31282338576444,3.18662373109898
2.36789060923502,3.13668434275482
2.4229578327056,3.08364105077366
2.47802505617618,3.02734369506444
2.53309227964676,2.96770491642938
2.58815950311734,2.90470315915118
2.64322672658793,2.83838551210765
2.69829395005851,2.76886980708931
2.75336117352909,2.69634548058175
2.80842839699967,2.62107280454449
2.86349562047025,2.54338020370242
2.91856284394084,2.46365949973648
2.97363006741142,2.38235905237331
3.028697290882,2.29997489786636
3.08376451435258,2.21704010986403
3.13883173782316,2.13411271900835
3.19389896129374,2.05176261907391
3.24896618476433,1.97055795339854
3.30403340823491,1.89105151175922
3.35910063170549,1.81376767269914
3.41416785517607,1.7391903997951
3.46923507864665,1.66775274482976
3.52430230211723,1.5998282306286
3.57936952558782,1.53572438735689
3.6344367490584,1.47567860535272
3.68950397252898,1.41985635260755
3.74457119599956,1.36835169321228
3.79963841947014,1.32118994122766
3.85470564294073,1.27833219814868
3.90977286641131,1.23968145557628
3.96484008988189,1.20508990037456
4.01990731335247,1.17436703824267
4.07497453682305,1.14728825241177
4.13004176029363,1.12360343482934
4.18510898376422,1.10304536436629
4.2401762072348,1.08533755620644
4.29524343070538,1.07020136424089
4.35031065417596,1.05736217960408
4.40537787764654,1.04655462940685
4.46044510111713,1.03752673678123
4.51551232458771,1.030043053841
4.57057954805829,1.02388682120278
4.62564677152887,1.01886124026413
4.68071399499945,1.01478996723127
4.73578121847003,1.01151695133018
4.79084844194062,1.00890574463935
4.8459156654112,1.00683840883278
4.90098288888178,1.00521413630494
4.95605011235236,1.00394769121711
5.01111733582294,1.00296776144936
5.06618455929353,1.00221529661326
5.12125178276411,1.00164189131378
5.17631900623469,1.00120825764414
5.23138622970527,1.00088281710297
5.28645345317585,1.00064043015437
5.34152067664643,1.00046127171397
5.39658790011702,1.00032985297184
5.4516551235876,1.00023418405925
